Time [min]	Voltage [mV]
9.31000	0.1595
9.31333	0.1586
9.31667	0.1600
9.32000	0.1620
9.32333	0.1628
9.32667	0.1642
9.33000	0.1632
9.33333	0.1609
9.33667	0.1595
9.34000	0.1600
9.34333	0.1607
9.34667	0.1597
9.35000	0.1611
9.35333	0.1622
9.35667	0.1611
9.36000	0.1609
9.36333	0.1597
9.36667	0.1596
9.37000	0.1591
9.37333	0.1596
9.37667	0.1595
9.38000	0.1588
9.38333	0.1608
9.38667	0.1620
9.39000	0.1622
9.39333	0.1603
9.39667	0.1588
9.40000	0.1590
9.40333	0.1593
9.40667	0.1595
9.41000	0.1588
9.41333	0.1582
9.41667	0.1574
9.42000	0.1569
9.42333	0.1587
9.42667	0.1592
9.43000	0.1575
9.43333	0.1578
9.43667	0.1584
9.44000	0.1574
9.44333	0.1563
9.44667	0.1557
9.45000	0.1555
9.45333	0.1559
9.45667	0.1563
9.46000	0.1572
9.46333	0.1572
9.46667	0.1556
9.47000	0.1557
9.47333	0.1575
9.47667	0.1582
9.48000	0.1582
9.48333	0.1579
9.48667	0.1584
9.49000	0.1574
9.49333	0.1563
9.49667	0.1561
9.50000	0.1550
9.50333	0.1538
9.50667	0.1561
9.51000	0.1574
9.51333	0.1548
9.51667	0.1523
9.52000	0.1526
9.52333	0.1557
9.52667	0.1575
9.53000	0.1580
9.53333	0.1561
9.53667	0.1540
9.54000	0.1532
9.54333	0.1534
9.54667	0.1550
9.55000	0.1562
9.55333	0.1560
9.55667	0.1545
9.56000	0.1529
9.56333	0.1526
9.56667	0.1532
9.57000	0.1531
9.57333	0.1510
9.57667	0.1506
9.58000	0.1513
9.58333	0.1526
9.58667	0.1537
9.59000	0.1540
9.59333	0.1532
9.59667	0.1522
9.60000	0.1516
9.60333	0.1507
9.60667	0.1513
9.61000	0.1527
9.61333	0.1525
9.61667	0.1521
9.62000	0.1516
9.62333	0.1507
9.62667	0.1501
9.63000	0.1513
9.63333	0.1535
9.63667	0.1539
9.64000	0.1536
9.64333	0.1527
9.64667	0.1509
9.65000	0.1493
9.65333	0.1499
9.65667	0.1508
9.66000	0.1501
9.66333	0.1500
9.66667	0.1508
9.67000	0.1514
9.67333	0.1511
9.67667	0.1510
9.68000	0.1501
9.68333	0.1501
9.68667	0.1513
9.69000	0.1514
9.69333	0.1506
9.69667	0.1510
9.70000	0.1505
9.70333	0.1493
9.70667	0.1499
9.71000	0.1504
9.71333	0.1496
9.71667	0.1496
9.72000	0.1508
9.72333	0.1505
9.72667	0.1492
9.73000	0.1490
9.73333	0.1490
9.73667	0.1485
9.74000	0.1490
9.74333	0.1498
9.74667	0.1477
9.75000	0.1468
9.75333	0.1501
9.75667	0.1502
9.76000	0.1479
9.76333	0.1495
9.76667	0.1511
9.77000	0.1501
9.77333	0.1492
9.77667	0.1471
9.78000	0.1463
9.78333	0.1459
9.78667	0.1461
9.79000	0.1459
9.79333	0.1451
9.79667	0.1455
9.80000	0.1464
9.80333	0.1479
9.80667	0.1493
9.81000	0.1470
9.81333	0.1449
9.81667	0.1455
9.82000	0.1464
9.82333	0.1489
9.82667	0.1487
9.83000	0.1467
9.83333	0.1456
9.83667	0.1456
9.84000	0.1454
9.84333	0.1451
9.84667	0.1465
9.85000	0.1452
9.85333	0.1454
9.85667	0.1452
9.86000	0.1437
9.86333	0.1441
9.86667	0.1459
9.87000	0.1453
9.87333	0.1437
9.87667	0.1436
9.88000	0.1424
9.88333	0.1433
9.88667	0.1458
9.89000	0.1468
9.89333	0.1470
9.89667	0.1475
9.90000	0.1469
9.90333	0.1450
9.90667	0.1447
9.91000	0.1450
9.91333	0.1428
9.91667	0.1412
9.92000	0.1416
9.92333	0.1408
9.92667	0.1412
9.93000	0.1413
9.93333	0.1416
9.93667	0.1408
9.94000	0.1418
9.94333	0.1428
9.94667	0.1435
9.95000	0.1451
9.95333	0.1431
9.95667	0.1424
9.96000	0.1412
9.96333	0.1413
9.96667	0.1413
9.97000	0.1405
9.97333	0.1395
9.97667	0.1402
9.98000	0.1421
9.98333	0.1412
9.98667	0.1401
9.99000	0.1412
9.99333	0.1413
9.99667	0.1428
10.00000	0.1421
10.00333	0.1405
10.00667	0.1383
10.01000	0.1389
10.01333	0.1387
10.01667	0.1387
10.02000	0.1396
10.02333	0.1381
10.02667	0.1395
10.03000	0.1408
10.03333	0.1398
10.03667	0.1385
10.04000	0.1399
10.04333	0.1415
10.04667	0.1395
10.05000	0.1369
10.05333	0.1367
10.05667	0.1401
10.06000	0.1393
10.06333	0.1388
10.06667	0.1371
10.07000	0.1367
10.07333	0.1351
10.07667	0.1335
10.08000	0.1349
10.08333	0.1365
10.08667	0.1401
10.09000	0.1405
10.09333	0.1375
10.09667	0.1387
10.10000	0.1379
10.10333	0.1364
10.10667	0.1380
10.11000	0.1376
10.11333	0.1345
10.11667	0.1351
10.12000	0.1353
10.12333	0.1350
10.12667	0.1350
10.13000	0.1357
10.13333	0.1360
10.13667	0.1367
10.14000	0.1370
10.14333	0.1370
10.14667	0.1377
10.15000	0.1366
10.15333	0.1367
10.15667	0.1356
10.16000	0.1378
10.16333	0.1375
10.16667	0.1370
10.17000	0.1350
10.17333	0.1348
10.17667	0.1357
10.18000	0.1367
10.18333	0.1383
10.18667	0.1369
10.19000	0.1347
10.19333	0.1334
10.19667	0.1337
10.20000	0.1354
10.20333	0.1352
10.20667	0.1357
10.21000	0.1381
10.21333	0.1382
10.21667	0.1366
10.22000	0.1360
10.22333	0.1310
10.22667	0.1306
10.23000	0.1317
10.23333	0.1305
10.23667	0.1337
10.24000	0.1349
10.24333	0.1343
10.24667	0.1326
10.25000	0.1335
10.25333	0.1347
10.25667	0.1357
10.26000	0.1345
10.26333	0.1311
10.26667	0.1293
10.27000	0.1298
10.27333	0.1322
10.27667	0.1329
10.28000	0.1308
10.28333	0.1286
10.28667	0.1280
10.29000	0.1295
10.29333	0.1285
10.29667	0.1295
10.30000	0.1284
10.30333	0.1311
10.30667	0.1289
10.31000	0.1304
10.31333	0.1287
10.31667	0.1273
10.32000	0.1301
10.32333	0.1302
10.32667	0.1339
10.33000	0.1349
10.33333	0.1319
10.33667	0.1342
10.34000	0.1326
10.34333	0.1352
10.34667	0.1320
10.35000	0.1318
10.35333	0.1312
10.35667	0.1326
10.36000	0.1338
10.36333	0.1332
10.36667	0.1338
10.37000	0.1332
10.37333	0.1306
10.37667	0.1300
10.38000	0.1300
10.38333	0.1308
10.38667	0.1318
10.39000	0.1320
10.39333	0.1320
10.39667	0.1312
10.40000	0.1318
10.40333	0.1303
10.40667	0.1292
10.41000	0.1340
10.41333	0.1325
10.41667	0.1354
10.42000	0.1335
10.42333	0.1305
10.42667	0.1283
10.43000	0.1280
10.43333	0.1288
10.43667	0.1315
10.44000	0.1294
10.44333	0.1290
10.44667	0.1299
10.45000	0.1283
10.45333	0.1289
10.45667	0.1307
10.46000	0.1327
10.46333	0.1321
10.46667	0.1320
10.47000	0.1294
10.47333	0.1308
10.47667	0.1310
10.48000	0.1301
10.48333	0.1300
10.48667	0.1300
10.49000	0.1291
10.49333	0.1281
10.49667	0.1289
10.50000	0.1299
10.50333	0.1291
10.50667	0.1299
10.51000	0.1291
10.51333	0.1290
10.51667	0.1272
10.52000	0.1279
10.52333	0.1307
10.52667	0.1301
10.53000	0.1291
10.53333	0.1327
10.53667	0.1293
10.54000	0.1290
10.54333	0.1318
10.54667	0.1320
10.55000	0.1311
10.55333	0.1319
10.55667	0.1320
10.56000	0.1329
10.56333	0.1349
10.56667	0.1331
10.57000	0.1330
10.57333	0.1358
10.57667	0.1351
10.58000	0.1331
10.58333	0.1368
10.58667	0.1351
10.59000	0.1331
10.59333	0.1330
10.59667	0.1340
10.60000	0.1321
10.60333	0.1310
10.60667	0.1348
10.61000	0.1350
10.61333	0.1350
10.61667	0.1360
10.62000	0.1350
10.62333	0.1369
10.62667	0.1351
10.63000	0.1370
10.63333	0.1341
10.63667	0.1320
10.64000	0.1369
10.64333	0.1370
10.64667	0.1370
10.65000	0.1360
10.65333	0.1360
10.65667	0.1410
10.66000	0.1390
10.66333	0.1370
10.66667	0.1390
10.67000	0.1430
10.67333	0.1445
10.67667	0.1443
10.68000	0.1436
10.68333	0.1413
10.68667	0.1396
10.69000	0.1393
10.69333	0.1417
10.69667	0.1423
10.70000	0.1432
10.70333	0.1446
10.70667	0.1479
10.71000	0.1489
10.71333	0.1490
10.71667	0.1469
10.72000	0.1470
10.72333	0.1470
10.72667	0.1475
10.73000	0.1472
10.73333	0.1471
10.73667	0.1486
10.74000	0.1514
10.74333	0.1527
10.74667	0.1518
10.75000	0.1540
10.75333	0.1561
10.75667	0.1571
10.76000	0.1575
10.76333	0.1578
10.76667	0.1563
10.77000	0.1572
10.77333	0.1581
10.77667	0.1591
10.78000	0.1591
10.78333	0.1632
10.78667	0.1647
10.79000	0.1659
10.79333	0.1675
10.79667	0.1704
10.80000	0.1723
10.80333	0.1711
10.80667	0.1726
10.81000	0.1733
10.81333	0.1737
10.81667	0.1754
10.82000	0.1773
10.82333	0.1803
10.82667	0.1823
10.83000	0.1816
10.83333	0.1813
10.83667	0.1828
10.84000	0.1882
10.84333	0.1886
10.84667	0.1931
10.85000	0.1941
10.85333	0.1946
10.85667	0.1975
10.86000	0.2015
10.86333	0.2023
10.86667	0.2032
10.87000	0.2047
10.87333	0.2070
10.87667	0.2097
10.88000	0.2120
10.88333	0.2137
10.88667	0.2171
10.89000	0.2214
10.89333	0.2244
10.89667	0.2269
10.90000	0.2302
10.90333	0.2334
10.90667	0.2359
10.91000	0.2414
10.91333	0.2445
10.91667	0.2481
10.92000	0.2524
10.92333	0.2555
10.92667	0.2574
10.93000	0.2605
10.93333	0.2647
10.93667	0.2698
10.94000	0.2743
10.94333	0.2769
10.94667	0.2792
10.95000	0.2836
10.95333	0.2894
10.95667	0.2947
10.96000	0.2999
10.96333	0.3028
10.96667	0.3101
10.97000	0.3135
10.97333	0.3205
10.97667	0.3253
10.98000	0.3313
10.98333	0.3379
10.98667	0.3436
10.99000	0.3484
10.99333	0.3549
10.99667	0.3617
11.00000	0.3671
11.00333	0.3750
11.00667	0.3829
11.01000	0.3881
11.01333	0.3949
11.01667	0.4024
11.02000	0.4113
11.02333	0.4180
11.02667	0.4271
11.03000	0.4340
11.03333	0.4426
11.03667	0.4492
11.04000	0.4566
11.04333	0.4666
11.04667	0.4761
11.05000	0.4858
11.05333	0.4930
11.05667	0.5033
11.06000	0.5108
11.06333	0.5226
11.06667	0.5344
11.07000	0.5457
11.07333	0.5541
11.07667	0.5634
11.08000	0.5732
11.08333	0.5859
11.08667	0.5960
11.09000	0.6078
11.09333	0.6214
11.09667	0.6330
11.10000	0.6454
11.10333	0.6587
11.10667	0.6707
11.11000	0.6828
11.11333	0.6966
11.11667	0.7111
11.12000	0.7247
11.12333	0.7374
11.12667	0.7514
11.13000	0.7632
11.13333	0.7769
11.13667	0.7912
11.14000	0.8038
11.14333	0.8189
11.14667	0.8330
11.15000	0.8505
11.15333	0.8676
11.15667	0.8847
11.16000	0.9017
11.16333	0.9160
11.16667	0.9335
11.17000	0.9497
11.17333	0.9676
11.17667	0.9861
11.18000	1.0049
11.18333	1.0219
11.18667	1.0374
11.19000	1.0550
11.19333	1.0740
11.19667	1.0918
11.20000	1.1095
11.20333	1.1313
11.20667	1.1520
11.21000	1.1710
11.21333	1.1877
11.21667	1.2049
11.22000	1.2261
11.22333	1.2476
11.22667	1.2666
11.23000	1.2870
11.23333	1.3093
11.23667	1.3286
11.24000	1.3494
11.24333	1.3700
11.24667	1.3916
11.25000	1.4157
11.25333	1.4390
11.25667	1.4597
11.26000	1.4797
11.26333	1.5021
11.26667	1.5253
11.27000	1.5468
11.27333	1.5697
11.27667	1.5908
11.28000	1.6108
11.28333	1.6320
11.28667	1.6545
11.29000	1.6779
11.29333	1.7009
11.29667	1.7223
11.30000	1.7460
11.30333	1.7697
11.30667	1.7920
11.31000	1.8163
11.31333	1.8376
11.31667	1.8619
11.32000	1.8860
11.32333	1.9099
11.32667	1.9329
11.33000	1.9577
11.33333	1.9819
11.33667	2.0036
11.34000	2.0261
11.34333	2.0485
11.34667	2.0725
11.35000	2.0964
11.35333	2.1192
11.35667	2.1426
11.36000	2.1648
11.36333	2.1874
11.36667	2.2098
11.37000	2.2338
11.37333	2.2582
11.37667	2.2791
11.38000	2.3035
11.38333	2.3259
11.38667	2.3490
11.39000	2.3744
11.39333	2.3982
11.39667	2.4206
11.40000	2.4415
11.40333	2.4657
11.40667	2.4911
11.41000	2.5128
11.41333	2.5359
11.41667	2.5592
11.42000	2.5825
11.42333	2.6033
11.42667	2.6243
11.43000	2.6460
11.43333	2.6680
11.43667	2.6905
11.44000	2.7122
11.44333	2.7348
11.44667	2.7571
11.45000	2.7796
11.45333	2.8014
11.45667	2.8238
11.46000	2.8453
11.46333	2.8660
11.46667	2.8877
11.47000	2.9099
11.47333	2.9301
11.47667	2.9498
11.48000	2.9710
11.48333	2.9923
11.48667	3.0114
11.49000	3.0320
11.49333	3.0513
11.49667	3.0728
11.50000	3.0937
11.50333	3.1170
11.50667	3.1381
11.51000	3.1575
11.51333	3.1748
11.51667	3.1963
11.52000	3.2174
11.52333	3.2379
11.52667	3.2586
11.53000	3.2788
11.53333	3.2976
11.53667	3.3164
11.54000	3.3379
11.54333	3.3561
11.54667	3.3743
11.55000	3.3937
11.55333	3.4132
11.55667	3.4315
11.56000	3.4517
11.56333	3.4716
11.56667	3.4875
11.57000	3.5049
11.57333	3.5241
11.57667	3.5430
11.58000	3.5616
11.58333	3.5814
11.58667	3.6023
11.59000	3.6183
11.59333	3.6381
11.59667	3.6575
11.60000	3.6742
11.60333	3.6918
11.60667	3.7117
11.61000	3.7298
11.61333	3.7481
11.61667	3.7680
11.62000	3.7896
11.62333	3.8092
11.62667	3.8242
11.63000	3.8402
11.63333	3.8577
11.63667	3.8757
11.64000	3.8921
11.64333	3.9102
11.64667	3.9310
11.65000	3.9494
11.65333	3.9647
11.65667	3.9817
11.66000	3.9990
11.66333	4.0168
11.66667	4.0354
11.67000	4.0538
11.67333	4.0729
11.67667	4.0901
11.68000	4.1076
11.68333	4.1245
11.68667	4.1428
11.69000	4.1612
11.69333	4.1806
11.69667	4.2001
11.70000	4.2178
11.70333	4.2340
11.70667	4.2488
11.71000	4.2670
11.71333	4.2874
11.71667	4.3040
11.72000	4.3189
11.72333	4.3368
11.72667	4.3558
11.73000	4.3737
11.73333	4.3895
11.73667	4.4071
11.74000	4.4259
11.74333	4.4432
11.74667	4.4589
11.75000	4.4768
11.75333	4.4948
11.75667	4.5139
11.76000	4.5338
11.76333	4.5517
11.76667	4.5691
11.77000	4.5868
11.77333	4.6043
11.77667	4.6224
11.78000	4.6415
11.78333	4.6594
11.78667	4.6756
11.79000	4.6918
11.79333	4.7096
11.79667	4.7305
11.80000	4.7482
11.80333	4.7655
11.80667	4.7826
11.81000	4.7991
11.81333	4.8148
11.81667	4.8339
11.82000	4.8533
11.82333	4.8702
11.82667	4.8888
11.83000	4.9075
11.83333	4.9236
11.83667	4.9413
11.84000	4.9605
11.84333	4.9787
11.84667	4.9948
11.85000	5.0130
11.85333	5.0340
11.85667	5.0537
11.86000	5.0724
11.86333	5.0868
11.86667	5.1022
11.87000	5.1193
11.87333	5.1366
11.87667	5.1542
11.88000	5.1719
11.88333	5.1904
11.88667	5.2074
11.89000	5.2256
11.89333	5.2421
11.89667	5.2597
11.90000	5.2777
11.90333	5.2958
11.90667	5.3128
11.91000	5.3312
11.91333	5.3465
11.91667	5.3629
11.92000	5.3794
11.92333	5.3966
11.92667	5.4135
11.93000	5.4313
11.93333	5.4475
11.93667	5.4638
11.94000	5.4796
11.94333	5.4955
11.94667	5.5104
11.95000	5.5275
11.95333	5.5445
11.95667	5.5601
11.96000	5.5776
11.96333	5.5952
11.96667	5.6116
11.97000	5.6265
11.97333	5.6438
11.97667	5.6616
11.98000	5.6789
11.98333	5.6948
11.98667	5.7117
11.99000	5.7294
11.99333	5.7434
11.99667	5.7566
12.00000	5.7716
12.00333	5.7873
12.00667	5.8021
12.01000	5.8190
12.01333	5.8356
12.01667	5.8515
12.02000	5.8685
12.02333	5.8851
12.02667	5.8997
12.03000	5.9152
12.03333	5.9301
12.03667	5.9453
12.04000	5.9618
12.04333	5.9770
12.04667	5.9917
12.05000	6.0063
12.05333	6.0203
12.05667	6.0343
12.06000	6.0498
12.06333	6.0655
12.06667	6.0804
12.07000	6.0951
12.07333	6.1094
12.07667	6.1222
12.08000	6.1375
12.08333	6.1523
12.08667	6.1668
12.09000	6.1792
12.09333	6.1923
12.09667	6.2061
12.10000	6.2203
12.10333	6.2339
12.10667	6.2466
12.11000	6.2615
12.11333	6.2752
12.11667	6.2898
12.12000	6.3047
12.12333	6.3184
12.12667	6.3318
12.13000	6.3442
12.13333	6.3563
12.13667	6.3684
12.14000	6.3817
12.14333	6.3960
12.14667	6.4076
12.15000	6.4203
12.15333	6.4342
12.15667	6.4467
12.16000	6.4584
12.16333	6.4713
12.16667	6.4830
12.17000	6.4953
12.17333	6.5094
12.17667	6.5209
12.18000	6.5330
12.18333	6.5450
12.18667	6.5552
12.19000	6.5657
12.19333	6.5787
12.19667	6.5920
12.20000	6.6036
12.20333	6.6148
12.20667	6.6250
12.21000	6.6347
12.21333	6.6461
12.21667	6.6575
12.22000	6.6681
12.22333	6.6802
12.22667	6.6919
12.23000	6.7022
12.23333	6.7139
12.23667	6.7227
12.24000	6.7335
12.24333	6.7450
12.24667	6.7562
12.25000	6.7660
12.25333	6.7754
12.25667	6.7858
12.26000	6.7955
12.26333	6.8068
12.26667	6.8171
12.27000	6.8266
12.27333	6.8349
12.27667	6.8459
12.28000	6.8581
12.28333	6.8667
12.28667	6.8754
12.29000	6.8838
12.29333	6.8928
12.29667	6.9014
12.30000	6.9100
12.30333	6.9198
12.30667	6.9305
12.31000	6.9404
12.31333	6.9499
12.31667	6.9557
12.32000	6.9617
12.32333	6.9705
12.32667	6.9795
12.33000	6.9875
12.33333	6.9953
12.33667	7.0048
12.34000	7.0137
12.34333	7.0232
12.34667	7.0327
12.35000	7.0390
12.35333	7.0451
12.35667	7.0518
12.36000	7.0596
12.36333	7.0679
12.36667	7.0767
12.37000	7.0843
12.37333	7.0906
12.37667	7.0982
12.38000	7.1062
12.38333	7.1134
12.38667	7.1197
12.39000	7.1250
12.39333	7.1322
12.39667	7.1407
12.40000	7.1468
12.40333	7.1528
12.40667	7.1600
12.41000	7.1671
12.41333	7.1729
12.41667	7.1766
12.42000	7.1823
12.42333	7.1904
12.42667	7.1956
12.43000	7.2022
12.43333	7.2092
12.43667	7.2150
12.44000	7.2214
12.44333	7.2270
12.44667	7.2326
12.45000	7.2381
12.45333	7.2432
12.45667	7.2479
12.46000	7.2532
12.46333	7.2591
12.46667	7.2631
12.47000	7.2682
12.47333	7.2742
12.47667	7.2773
12.48000	7.2819
12.48333	7.2881
12.48667	7.2909
12.49000	7.2943
12.49333	7.3010
12.49667	7.3055
12.50000	7.3084
12.50333	7.3122
12.50667	7.3178
12.51000	7.3233
12.51333	7.3259
12.51667	7.3285
12.52000	7.3318
12.52333	7.3353
12.52667	7.3388
12.53000	7.3428
12.53333	7.3463
12.53667	7.3490
12.54000	7.3528
12.54333	7.3576
12.54667	7.3613
12.55000	7.3645
12.55333	7.3666
12.55667	7.3687
12.56000	7.3711
12.56333	7.3732
12.56667	7.3756
12.57000	7.3803
12.57333	7.3824
12.57667	7.3826
12.58000	7.3847
12.58333	7.3880
12.58667	7.3905
12.59000	7.3909
12.59333	7.3919
12.59667	7.3937
12.60000	7.3953
12.60333	7.3973
12.60667	7.4001
12.61000	7.4008
12.61333	7.4006
12.61667	7.4014
12.62000	7.4019
12.62333	7.4034
12.62667	7.4062
12.63000	7.4091
12.63333	7.4088
12.63667	7.4097
12.64000	7.4116
12.64333	7.4110
12.64667	7.4111
12.65000	7.4128
12.65333	7.4138
12.65667	7.4130
12.66000	7.4131
12.66333	7.4134
12.66667	7.4135
12.67000	7.4149
12.67333	7.4158
12.67667	7.4150
12.68000	7.4146
12.68333	7.4145
12.68667	7.4146
12.69000	7.4144
12.69333	7.4146
12.69667	7.4119
12.70000	7.4104
12.70333	7.4099
12.70667	7.4091
12.71000	7.4080
12.71333	7.4051
12.71667	7.4028
12.72000	7.4026
12.72333	7.4024
12.72667	7.4015
12.73000	7.3995
12.73333	7.3977
12.73667	7.3955
12.74000	7.3921
12.74333	7.3887
12.74667	7.3894
12.75000	7.3913
12.75333	7.3914
12.75667	7.3878
12.76000	7.3832
12.76333	7.3791
12.76667	7.3762
12.77000	7.3746
12.77333	7.3719
12.77667	7.3686
12.78000	7.3678
12.78333	7.3669
12.78667	7.3639
12.79000	7.3595
12.79333	7.3545
12.79667	7.3512
12.80000	7.3485
12.80333	7.3466
12.80667	7.3466
12.81000	7.3447
12.81333	7.3404
12.81667	7.3360
12.82000	7.3308
12.82333	7.3272
12.82667	7.3239
12.83000	7.3199
12.83333	7.3125
12.83667	7.3074
12.84000	7.3039
12.84333	7.2987
12.84667	7.2928
12.85000	7.2892
12.85333	7.2876
12.85667	7.2835
12.86000	7.2771
12.86333	7.2720
12.86667	7.2679
12.87000	7.2603
12.87333	7.2559
12.87667	7.2539
12.88000	7.2489
12.88333	7.2421
12.88667	7.2363
12.89000	7.2306
12.89333	7.2234
12.89667	7.2167
12.90000	7.2131
12.90333	7.2084
12.90667	7.2019
12.91000	7.1962
12.91333	7.1905
12.91667	7.1845
12.92000	7.1804
12.92333	7.1754
12.92667	7.1670
12.93000	7.1597
12.93333	7.1528
12.93667	7.1452
12.94000	7.1404
12.94333	7.1315
12.94667	7.1230
12.95000	7.1165
12.95333	7.1104
12.95667	7.1050
12.96000	7.0980
12.96333	7.0888
12.96667	7.0802
12.97000	7.0754
12.97333	7.0702
12.97667	7.0643
12.98000	7.0570
12.98333	7.0477
12.98667	7.0411
12.99000	7.0332
12.99333	7.0230
12.99667	7.0141
13.00000	7.0059
13.00333	6.9972
13.00667	6.9896
13.01000	6.9845
13.01333	6.9744
13.01667	6.9670
13.02000	6.9556
13.02333	6.9466
13.02667	6.9381
13.03000	6.9305
13.03333	6.9206
13.03667	6.9118
13.04000	6.9010
13.04333	6.8911
13.04667	6.8827
13.05000	6.8712
13.05333	6.8625
13.05667	6.8546
13.06000	6.8473
13.06333	6.8353
13.06667	6.8271
13.07000	6.8195
13.07333	6.8101
13.07667	6.7980
13.08000	6.7879
13.08333	6.7809
13.08667	6.7734
13.09000	6.7632
13.09333	6.7523
13.09667	6.7406
13.10000	6.7293
13.10333	6.7204
13.10667	6.7094
13.11000	6.6989
13.11333	6.6889
13.11667	6.6803
13.12000	6.6708
13.12333	6.6593
13.12667	6.6481
13.13000	6.6400
13.13333	6.6299
13.13667	6.6197
13.14000	6.6097
13.14333	6.5997
13.14667	6.5881
13.15000	6.5754
13.15333	6.5609
13.15667	6.5512
13.16000	6.5430
13.16333	6.5319
13.16667	6.5208
13.17000	6.5105
13.17333	6.5012
13.17667	6.4906
13.18000	6.4789
13.18333	6.4661
13.18667	6.4570
13.19000	6.4449
13.19333	6.4328
13.19667	6.4223
13.20000	6.4107
13.20333	6.3994
13.20667	6.3868
13.21000	6.3770
13.21333	6.3656
13.21667	6.3543
13.22000	6.3417
13.22333	6.3295
13.22667	6.3191
13.23000	6.3083
13.23333	6.2940
13.23667	6.2830
13.24000	6.2730
13.24333	6.2630
13.24667	6.2521
13.25000	6.2411
13.25333	6.2293
13.25667	6.2139
13.26000	6.2062
13.26333	6.1951
13.26667	6.1815
13.27000	6.1683
13.27333	6.1578
13.27667	6.1460
13.28000	6.1332
13.28333	6.1202
13.28667	6.1088
13.29000	6.0961
13.29333	6.0865
13.29667	6.0757
13.30000	6.0647
13.30333	6.0528
13.30667	6.0417
13.31000	6.0298
13.31333	6.0195
13.31667	6.0043
13.32000	5.9917
13.32333	5.9805
13.32667	5.9678
13.33000	5.9565
13.33333	5.9446
13.33667	5.9343
13.34000	5.9208
13.34333	5.9076
13.34667	5.8972
13.35000	5.8854
13.35333	5.8726
13.35667	5.8595
13.36000	5.8446
13.36333	5.8341
13.36667	5.8232
