Time [min]	Voltage [mV]
27.35000	0.1670
27.35333	0.1705
27.35667	0.1705
27.36000	0.1679
27.36333	0.1692
27.36667	0.1728
27.37000	0.1718
27.37333	0.1682
27.37667	0.1671
27.38000	0.1670
27.38333	0.1684
27.38667	0.1690
27.39000	0.1683
27.39333	0.1680
27.39667	0.1680
27.40000	0.1680
27.40333	0.1658
27.40667	0.1658
27.41000	0.1660
27.41333	0.1667
27.41667	0.1662
27.42000	0.1705
27.42333	0.1719
27.42667	0.1705
27.43000	0.1708
27.43333	0.1687
27.43667	0.1673
27.44000	0.1685
27.44333	0.1682
27.44667	0.1680
27.45000	0.1711
27.45333	0.1719
27.45667	0.1705
27.46000	0.1693
27.46333	0.1667
27.46667	0.1653
27.47000	0.1681
27.47333	0.1682
27.47667	0.1680
27.48000	0.1688
27.48333	0.1698
27.48667	0.1708
27.49000	0.1733
27.49333	0.1724
27.49667	0.1689
27.50000	0.1673
27.50333	0.1670
27.50667	0.1694
27.51000	0.1700
27.51333	0.1692
27.51667	0.1690
27.52000	0.1674
27.52333	0.1670
27.52667	0.1694
27.53000	0.1667
27.53333	0.1685
27.53667	0.1714
27.54000	0.1712
27.54333	0.1645
27.54667	0.1647
27.55000	0.1658
27.55333	0.1676
27.55667	0.1672
27.56000	0.1687
27.56333	0.1665
27.56667	0.1702
27.57000	0.1668
27.57333	0.1652
27.57667	0.1642
27.58000	0.1640
27.58333	0.1665
27.58667	0.1670
27.59000	0.1661
27.59333	0.1651
27.59667	0.1650
27.60000	0.1659
27.60333	0.1677
27.60667	0.1697
27.61000	0.1674
27.61333	0.1696
27.61667	0.1682
27.62000	0.1706
27.62333	0.1692
27.62667	0.1673
27.63000	0.1679
27.63333	0.1689
27.63667	0.1699
27.64000	0.1682
27.64333	0.1671
27.64667	0.1688
27.65000	0.1663
27.65333	0.1678
27.65667	0.1698
27.66000	0.1691
27.66333	0.1663
27.66667	0.1669
27.67000	0.1661
27.67333	0.1669
27.67667	0.1697
27.68000	0.1700
27.68333	0.1700
27.68667	0.1682
27.69000	0.1662
27.69333	0.1688
27.69667	0.1644
27.70000	0.1668
27.70333	0.1661
27.70667	0.1641
27.71000	0.1668
27.71333	0.1670
27.71667	0.1679
27.72000	0.1680
27.72333	0.1671
27.72667	0.1670
27.73000	0.1708
27.73333	0.1672
27.73667	0.1689
27.74000	0.1680
27.74333	0.1651
27.74667	0.1660
27.75000	0.1641
27.75333	0.1640
27.75667	0.1659
27.76000	0.1689
27.76333	0.1709
27.76667	0.1671
27.77000	0.1670
27.77333	0.1641
27.77667	0.1660
27.78000	0.1680
27.78333	0.1680
27.78667	0.1651
27.79000	0.1680
27.79333	0.1670
27.79667	0.1700
27.80000	0.1680
27.80333	0.1680
27.80667	0.1650
27.81000	0.1680
27.81333	0.1650
27.81667	0.1665
27.82000	0.1668
27.82333	0.1664
27.82667	0.1657
27.83000	0.1653
27.83333	0.1642
27.83667	0.1641
27.84000	0.1661
27.84333	0.1670
27.84667	0.1665
27.85000	0.1657
27.85333	0.1674
27.85667	0.1677
27.86000	0.1673
27.86333	0.1661
27.86667	0.1666
27.87000	0.1673
27.87333	0.1677
27.87667	0.1683
27.88000	0.1687
27.88333	0.1678
27.88667	0.1664
27.89000	0.1662
27.89333	0.1661
27.89667	0.1645
27.90000	0.1648
27.90333	0.1649
27.90667	0.1639
27.91000	0.1634
27.91333	0.1637
27.91667	0.1644
27.92000	0.1642
27.92333	0.1646
27.92667	0.1643
27.93000	0.1631
27.93333	0.1657
27.93667	0.1664
27.94000	0.1662
27.94333	0.1645
27.94667	0.1637
27.95000	0.1644
27.95333	0.1658
27.95667	0.1638
27.96000	0.1634
27.96333	0.1637
27.96667	0.1644
27.97000	0.1631
27.97333	0.1657
27.97667	0.1659
27.98000	0.1649
27.98333	0.1660
27.98667	0.1660
27.99000	0.1639
27.99333	0.1645
27.99667	0.1653
28.00000	0.1651
28.00333	0.1661
28.00667	0.1666
28.01000	0.1657
28.01333	0.1648
28.01667	0.1665
28.02000	0.1668
28.02333	0.1658
28.02667	0.1665
28.03000	0.1678
28.03333	0.1684
28.03667	0.1666
28.04000	0.1679
28.04333	0.1679
28.04667	0.1663
28.05000	0.1656
28.05333	0.1658
28.05667	0.1659
28.06000	0.1659
28.06333	0.1638
28.06667	0.1650
28.07000	0.1639
28.07333	0.1651
28.07667	0.1667
28.08000	0.1663
28.08333	0.1639
28.08667	0.1629
28.09000	0.1646
28.09333	0.1643
28.09667	0.1647
28.10000	0.1660
28.10333	0.1676
28.10667	0.1662
28.11000	0.1660
28.11333	0.1644
28.11667	0.1637
28.12000	0.1655
28.12333	0.1652
28.12667	0.1651
28.13000	0.1640
28.13333	0.1656
28.13667	0.1658
28.14000	0.1643
28.14333	0.1641
28.14667	0.1641
28.15000	0.1663
28.15333	0.1678
28.15667	0.1668
28.16000	0.1669
28.16333	0.1675
28.16667	0.1667
28.17000	0.1663
28.17333	0.1667
28.17667	0.1662
28.18000	0.1639
28.18333	0.1634
28.18667	0.1643
28.19000	0.1642
28.19333	0.1652
28.19667	0.1645
28.20000	0.1653
28.20333	0.1646
28.20667	0.1648
28.21000	0.1644
28.21333	0.1664
28.21667	0.1656
28.22000	0.1647
28.22333	0.1649
28.22667	0.1650
28.23000	0.1655
28.23333	0.1641
28.23667	0.1641
28.24000	0.1646
28.24333	0.1649
28.24667	0.1660
28.25000	0.1648
28.25333	0.1626
28.25667	0.1629
28.26000	0.1630
28.26333	0.1647
28.26667	0.1643
28.27000	0.1647
28.27333	0.1654
28.27667	0.1646
28.28000	0.1649
28.28333	0.1655
28.28667	0.1647
28.29000	0.1666
28.29333	0.1656
28.29667	0.1635
28.30000	0.1627
28.30333	0.1635
28.30667	0.1644
28.31000	0.1659
28.31333	0.1660
28.31667	0.1665
28.32000	0.1651
28.32333	0.1650
28.32667	0.1637
28.33000	0.1621
28.33333	0.1610
28.33667	0.1628
28.34000	0.1646
28.34333	0.1644
28.34667	0.1659
28.35000	0.1665
28.35333	0.1656
28.35667	0.1647
28.36000	0.1649
28.36333	0.1651
28.36667	0.1666
28.37000	0.1646
28.37333	0.1653
28.37667	0.1634
28.38000	0.1638
28.38333	0.1646
28.38667	0.1654
28.39000	0.1651
28.39333	0.1645
28.39667	0.1647
28.40000	0.1631
28.40333	0.1630
28.40667	0.1625
28.41000	0.1634
28.41333	0.1631
28.41667	0.1630
28.42000	0.1625
28.42333	0.1639
28.42667	0.1629
28.43000	0.1641
28.43333	0.1634
28.43667	0.1625
28.44000	0.1623
28.44333	0.1634
28.44667	0.1642
28.45000	0.1623
28.45333	0.1622
28.45667	0.1626
28.46000	0.1621
28.46333	0.1605
28.46667	0.1626
28.47000	0.1636
28.47333	0.1651
28.47667	0.1655
28.48000	0.1646
28.48333	0.1641
28.48667	0.1630
28.49000	0.1646
28.49333	0.1630
28.49667	0.1624
28.50000	0.1628
28.50333	0.1634
28.50667	0.1620
28.51000	0.1626
28.51333	0.1629
28.51667	0.1631
28.52000	0.1642
28.52333	0.1633
28.52667	0.1619
28.53000	0.1618
28.53333	0.1608
28.53667	0.1607
28.54000	0.1590
28.54333	0.1588
28.54667	0.1619
28.55000	0.1612
28.55333	0.1600
28.55667	0.1615
28.56000	0.1636
28.56333	0.1630
28.56667	0.1612
28.57000	0.1618
28.57333	0.1626
28.57667	0.1636
28.58000	0.1648
28.58333	0.1622
28.58667	0.1604
28.59000	0.1613
28.59333	0.1605
28.59667	0.1607
28.60000	0.1596
28.60333	0.1592
28.60667	0.1591
28.61000	0.1593
28.61333	0.1608
28.61667	0.1596
28.62000	0.1585
28.62333	0.1579
28.62667	0.1599
28.63000	0.1608
28.63333	0.1621
28.63667	0.1619
28.64000	0.1607
28.64333	0.1607
28.64667	0.1596
28.65000	0.1590
28.65333	0.1578
28.65667	0.1579
28.66000	0.1581
28.66333	0.1587
28.66667	0.1589
28.67000	0.1591
28.67333	0.1601
28.67667	0.1586
28.68000	0.1576
28.68333	0.1578
28.68667	0.1620
28.69000	0.1639
28.69333	0.1637
28.69667	0.1620
28.70000	0.1618
28.70333	0.1607
28.70667	0.1608
28.71000	0.1604
28.71333	0.1608
28.71667	0.1606
28.72000	0.1587
28.72333	0.1571
28.72667	0.1575
28.73000	0.1571
28.73333	0.1599
28.73667	0.1588
28.74000	0.1593
28.74333	0.1617
28.74667	0.1616
28.75000	0.1599
28.75333	0.1595
28.75667	0.1604
28.76000	0.1602
28.76333	0.1609
28.76667	0.1614
28.77000	0.1605
28.77333	0.1604
28.77667	0.1611
28.78000	0.1596
28.78333	0.1588
28.78667	0.1596
28.79000	0.1597
28.79333	0.1591
28.79667	0.1586
28.80000	0.1593
28.80333	0.1585
28.80667	0.1586
28.81000	0.1579
28.81333	0.1589
28.81667	0.1582
28.82000	0.1604
28.82333	0.1591
28.82667	0.1571
28.83000	0.1572
28.83333	0.1579
28.83667	0.1594
28.84000	0.1626
28.84333	0.1607
28.84667	0.1599
28.85000	0.1613
28.85333	0.1618
28.85667	0.1614
28.86000	0.1585
28.86333	0.1557
28.86667	0.1562
28.87000	0.1573
28.87333	0.1568
28.87667	0.1560
28.88000	0.1577
28.88333	0.1591
28.88667	0.1593
28.89000	0.1599
28.89333	0.1583
28.89667	0.1595
28.90000	0.1600
28.90333	0.1605
28.90667	0.1599
28.91000	0.1584
28.91333	0.1576
28.91667	0.1582
28.92000	0.1596
28.92333	0.1601
28.92667	0.1583
28.93000	0.1570
28.93333	0.1572
28.93667	0.1557
28.94000	0.1555
28.94333	0.1566
28.94667	0.1570
28.95000	0.1577
28.95333	0.1582
28.95667	0.1590
28.96000	0.1578
28.96333	0.1581
28.96667	0.1584
28.97000	0.1574
28.97333	0.1570
28.97667	0.1563
28.98000	0.1564
28.98333	0.1575
28.98667	0.1575
28.99000	0.1563
28.99333	0.1559
28.99667	0.1567
29.00000	0.1555
29.00333	0.1571
29.00667	0.1574
29.01000	0.1584
29.01333	0.1579
29.01667	0.1571
29.02000	0.1561
29.02333	0.1557
29.02667	0.1566
29.03000	0.1565
29.03333	0.1558
29.03667	0.1567
29.04000	0.1567
29.04333	0.1569
29.04667	0.1589
29.05000	0.1586
29.05333	0.1575
29.05667	0.1566
29.06000	0.1549
29.06333	0.1552
29.06667	0.1560
29.07000	0.1567
29.07333	0.1577
29.07667	0.1595
29.08000	0.1584
29.08333	0.1577
29.08667	0.1561
29.09000	0.1552
29.09333	0.1569
29.09667	0.1580
29.10000	0.1575
29.10333	0.1583
29.10667	0.1593
29.11000	0.1583
29.11333	0.1557
29.11667	0.1553
29.12000	0.1571
29.12333	0.1577
29.12667	0.1592
29.13000	0.1586
29.13333	0.1574
29.13667	0.1571
29.14000	0.1564
29.14333	0.1546
29.14667	0.1542
29.15000	0.1540
29.15333	0.1545
29.15667	0.1554
29.16000	0.1558
29.16333	0.1574
29.16667	0.1572
29.17000	0.1549
29.17333	0.1537
29.17667	0.1559
29.18000	0.1577
29.18333	0.1584
29.18667	0.1579
29.19000	0.1572
29.19333	0.1571
29.19667	0.1558
29.20000	0.1542
29.20333	0.1558
29.20667	0.1554
29.21000	0.1561
29.21333	0.1560
29.21667	0.1543
29.22000	0.1536
29.22333	0.1544
29.22667	0.1549
29.23000	0.1532
29.23333	0.1526
29.23667	0.1536
29.24000	0.1549
29.24333	0.1530
29.24667	0.1507
29.25000	0.1514
29.25333	0.1519
29.25667	0.1530
29.26000	0.1528
29.26333	0.1532
29.26667	0.1520
29.27000	0.1510
29.27333	0.1510
29.27667	0.1528
29.28000	0.1540
29.28333	0.1534
29.28667	0.1511
29.29000	0.1516
29.29333	0.1524
29.29667	0.1529
29.30000	0.1548
29.30333	0.1552
29.30667	0.1540
29.31000	0.1532
29.31333	0.1533
29.31667	0.1549
29.32000	0.1567
29.32333	0.1553
29.32667	0.1530
29.33000	0.1523
29.33333	0.1539
29.33667	0.1550
29.34000	0.1558
29.34333	0.1554
29.34667	0.1549
29.35000	0.1563
29.35333	0.1567
29.35667	0.1548
29.36000	0.1552
29.36333	0.1578
29.36667	0.1568
29.37000	0.1537
29.37333	0.1519
29.37667	0.1523
29.38000	0.1534
29.38333	0.1546
29.38667	0.1549
29.39000	0.1547
29.39333	0.1545
29.39667	0.1540
29.40000	0.1515
29.40333	0.1505
29.40667	0.1523
29.41000	0.1521
29.41333	0.1506
29.41667	0.1526
29.42000	0.1542
29.42333	0.1544
29.42667	0.1549
29.43000	0.1540
29.43333	0.1521
29.43667	0.1509
29.44000	0.1505
29.44333	0.1519
29.44667	0.1532
29.45000	0.1521
29.45333	0.1508
29.45667	0.1516
29.46000	0.1524
29.46333	0.1521
29.46667	0.1517
29.47000	0.1515
29.47333	0.1516
29.47667	0.1518
29.48000	0.1538
29.48333	0.1542
29.48667	0.1525
29.49000	0.1524
29.49333	0.1522
29.49667	0.1512
29.50000	0.1510
29.50333	0.1514
29.50667	0.1515
29.51000	0.1504
29.51333	0.1489
29.51667	0.1493
29.52000	0.1507
29.52333	0.1509
29.52667	0.1506
29.53000	0.1498
29.53333	0.1488
29.53667	0.1478
29.54000	0.1486
29.54333	0.1509
29.54667	0.1503
29.55000	0.1488
29.55333	0.1501
29.55667	0.1520
29.56000	0.1524
29.56333	0.1528
29.56667	0.1519
29.57000	0.1507
29.57333	0.1521
29.57667	0.1524
29.58000	0.1525
29.58333	0.1521
29.58667	0.1508
29.59000	0.1502
29.59333	0.1512
29.59667	0.1523
29.60000	0.1528
29.60333	0.1526
29.60667	0.1521
29.61000	0.1524
29.61333	0.1525
29.61667	0.1521
29.62000	0.1516
29.62333	0.1531
29.62667	0.1535
29.63000	0.1510
29.63333	0.1506
29.63667	0.1513
29.64000	0.1511
29.64333	0.1506
29.64667	0.1509
29.65000	0.1531
29.65333	0.1542
29.65667	0.1540
29.66000	0.1540
29.66333	0.1532
29.66667	0.1530
29.67000	0.1538
29.67333	0.1531
29.67667	0.1518
29.68000	0.1516
29.68333	0.1524
29.68667	0.1533
29.69000	0.1522
29.69333	0.1517
29.69667	0.1515
29.70000	0.1502
29.70333	0.1500
29.70667	0.1496
29.71000	0.1491
29.71333	0.1486
29.71667	0.1494
29.72000	0.1503
29.72333	0.1509
29.72667	0.1518
29.73000	0.1515
29.73333	0.1511
29.73667	0.1492
29.74000	0.1492
29.74333	0.1502
29.74667	0.1500
29.75000	0.1500
29.75333	0.1491
29.75667	0.1491
29.76000	0.1503
29.76333	0.1509
29.76667	0.1500
29.77000	0.1506
29.77333	0.1504
29.77667	0.1497
29.78000	0.1504
29.78333	0.1514
29.78667	0.1524
29.79000	0.1510
29.79333	0.1483
29.79667	0.1491
29.80000	0.1512
29.80333	0.1509
29.80667	0.1496
29.81000	0.1486
29.81333	0.1476
29.81667	0.1496
29.82000	0.1487
29.82333	0.1499
29.82667	0.1520
29.83000	0.1520
29.83333	0.1500
29.83667	0.1493
29.84000	0.1499
29.84333	0.1505
29.84667	0.1519
29.85000	0.1534
29.85333	0.1519
29.85667	0.1518
29.86000	0.1533
29.86333	0.1529
29.86667	0.1521
29.87000	0.1505
29.87333	0.1487
29.87667	0.1486
29.88000	0.1500
29.88333	0.1498
29.88667	0.1491
29.89000	0.1495
29.89333	0.1499
29.89667	0.1505
29.90000	0.1504
29.90333	0.1501
29.90667	0.1505
29.91000	0.1499
29.91333	0.1491
29.91667	0.1496
29.92000	0.1516
29.92333	0.1523
29.92667	0.1520
29.93000	0.1531
29.93333	0.1539
29.93667	0.1529
29.94000	0.1516
29.94333	0.1516
29.94667	0.1514
29.95000	0.1499
29.95333	0.1486
29.95667	0.1475
29.96000	0.1488
29.96333	0.1493
29.96667	0.1479
29.97000	0.1471

